Product Name (English),Product Status,Product Token,Product Type,Description (English),Selling Method,Case Size,Minimum Order Quantity,Item Weight,Item Weight Unit,Item Length,Item Width,Item Height,Item Dimensions Unit,Packaged Weight,Packaged Weight Unit,Packaged Length,Packaged Width,Packaged Height,Packaged Dimensions Unit,Option Status,SKU,GTIN,Option 1 Name,Option 1 Value,Option 2 Name,Option 2 Value,Option 3 Name,Option 3 Value,USD Unit Wholesale Price,USD Unit Retail Price,CAD Unit Wholesale Price,CAD Unit Retail Price,GBR Unit Wholesale Price,GBR Unit Retail Price,EUR Unit Wholesale Price,EUR Unit Retail Price,AUD Unit Wholesale Price,AUD Unit Retail Price,Option Image,Preorder,Ship By Date (YYYY-MM-DD),"Ship By End Date (if range, YYYY-MM-DD)",Deadline To Order (YYYY-MM-DD),Sell After Order By/Ship Date,Product Images,Made In Country,Tester Price (USD),Tester Price (CAD),Tester Price (GBP),Tester Price (EUR),Tester Price (AUD),Customizable,Customization Instructions,Customization Input Required,Customization Input Character Limit,Customization Minimum Order Quantity,Customization Charge Per Unit (USD),Customization Charge Per Unit (CAD),Customization Charge Per Unit (GBP),Customization Charge Per Unit (EUR),Customization Charge Per Unit (AUD),Continue selling when out of stock,On Hand Inventory,On Hand Inventory (Read Only),Restock Date,HS6 Tariff Code
Thank You Lavender - letterpress card,Published,p_41oz8nih,Thank You Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1102-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/ae104bf8a13f12db9d35e048f4ae43d656638e44a278b827fdc2c6aece28bc95/1540987781.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/bac5c072c0ff25894bfc5768fc44325c53ae5967f9656465c616e1d67133cad1/1540987781.jpg,United States,,,,,,No,,,,,,,,,,Yes,140,140,,490900
Thank You Hearts & Rainbows - letterpress cards,Published,p_7ht0ohaij3,Thank You Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1272,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/bfd3ab980e4449547d0e035bbecbdb6b08e863f2b4163e4c12b4cbf164da8ab4.jpeg,United States,,,,,,No,,,,,,,,,,Yes,146,146,,490900
Sending Love & Sunshine - letterpress card,Published,p_csnc7hw7kh,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,6.00,4.30,,in,Published,1246,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/35e319efbb335ab01aa46fd77b21e154743babcbc21a1e9ae8dc73a2ed976f26.jpeg https://cdn.faire.com/fastly/f714792e9f4f7ab5e8e26620affd123842f3fa254bb2647c925d6b02b66c831f.jpeg https://cdn.faire.com/fastly/4ea49e3d082ba45b3e3ecf1adb13b22f8fe4ad358eac238007ae1d2775ba6f10.jpeg,United States,,,,,,No,,,,,,,,,,Yes,98,98,,490900
Anniversary Floral Heart - letterpress card,Published,p_du4bae5vbm,Anniversary Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1210,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/6c85077c4c3d72c78359309dcd499c7548fdb71de4fb38dbd7655384bb99a915.jpeg https://cdn.faire.com/fastly/68621a64e74ffb7b2c037c10651011fc081282914616c99bbdaeabb26169a9dc.jpeg https://cdn.faire.com/fastly/ac32f25c3a8e615da84d942c20c63677ac08b8b3d34af56b48249fcf8c6cf275.jpeg,United States,,,,,,No,,,,,,,,,,Yes,152,152,,490900
Love Jar of Hearts - letterpress card,Published,p_g55s359j87,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1135,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/702642ef594c7c7c892039cfc20a4edf3456aa076849e2eaa40e2131037c859e.jpeg https://cdn.faire.com/fastly/30ccec1a173c4923f0eeabbfa652896b42aeed43b37fd3060518f818996b9808.jpeg https://cdn.faire.com/fastly/ead31bcec97fcecaaf88487ea671c0ef1e0aede63ceb12343cdfdfb77441893b.jpeg,United States,,,,,,No,,,,,,,,,,Yes,146,146,,490900
"Knit, Purl, Sip - letterpress card",Published,p_l2zu2gjh,Everyday Greeting Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1044,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/b4589c298014361926b0ba81a1ac428fa501dcc2b66b171effe8e0427ed0af16.jpeg https://cdn.faire.com/fastly/3f45ae79f5d3a87a98f0c441931d523808cb26422a2ce5c75bb0ff6534a4a0a7.jpeg,United States,,,,,,No,,,,,,,,,,Yes,128,128,,490900
Love of Yarn - letterpress card,Published,p_dsx2lmmc,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1042,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/323c634567cc6943b0020d7fb2ae874f8d542b6e7d8710f5f3c97ae5d4dc8914/1541005077.jpg,United States,,,,,,No,,,,,,,,,,Yes,116,116,,490900
Confetti You’re Engaged - letterpress card,Published,p_4f45d7c4,Wedding Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1208,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/0e82d138adbfcb6655180e5472e928207a2343180fdbc3a34e12cb1e3a171b53/1540999038.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/6c07814bbc656ee83152ec2f7b6f38cba97d84deae9926efa139ec38f9edf727/1540999038.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/153b82d376ecfb093307dc3f250d025f8c7891409ec3eceb47112efd2484f30b/1540999038.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/738d4210cf1432c3fb6f3afd0489227682eb9be11add12cd2dc0faca5c7c374c/1540999038.jpg,United States,,,,,,No,,,,,,,,,,Yes,164,164,,490900
Heart Love Story - letterpress card,Published,p_f4z53p28,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1025,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/9228fef0a6704afdba67d1714e83191bc2f42324ce7dff93c1e0b56a81359202.jpeg https://cdn.faire.com/fastly/7d3ab841754a7a1c7859e943ad75241deaa86074f01f566266ce1ea116e68c9b.jpeg,United States,,,,,,No,,,,,,,,,,Yes,146,146,,490900
Happy Birthday Handsome - letterpress card,Published,p_7znr96ye,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1118,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/8b9a7d29cd3fb8fd398e3e46bdf23e2a394543e66a5b6e94ad95a0e26281e842/1540984054.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/8d0f91f0805ad75620bb2f337994f6d64e5bcec5e9148589804180f3b067068f/1540984054.jpg,United States,,,,,,No,,,,,,,,,,Yes,116,116,,490900
Cheers to the New Grad! - letterpress card,Published,p_a8cgauypts,Graduation Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1161,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/024b6ed3bed7d5966384ae449577dccdbf88bdacc7f0232b819137cf8cd8779e.jpeg https://cdn.faire.com/fastly/5fd07f682feb79623f6058297342512454f7a766dc94b3eb83cfb3cec1e67783.jpeg,United States,,,,,,No,,,,,,,,,,Yes,176,176,,490900
Yay! You’re Engaged! - letterpress card,Published,p_4s5uuotv,Wedding Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1209,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/4ad0588cedaba82cd99a65e6f3bdf069749d0820116df030e1c34d22a3ab2425/1555284971.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/01de3366c604046f8e921925b22984255afe54bc2438813720ba525a920444e1/1540999185.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/f567e78c7ed69814a06fcf85f7ce87739523e040711f1da4586448e7c5875efe/1540999185.jpg,United States,,,,,,No,,,,,,,,,,Yes,98,98,,490900
Happy Birthday Fox - letterpress card,Published,p_7i6i5o7a,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1002,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/41c0e418159fece651a97da757e25a8a7ffc9d47f90af7516579ee3dcbd3bc1d/1540985522.jpg,United States,,,,,,No,,,,,,,,,,Yes,158,158,,490900
Happy Birthday Mermaid - letterpress card,Published,p_eh8c107f,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1142,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/ae82e8bdf4cfacf913dbda42359b868af136aea4fcac4d7f1b720f8e2466cb9c/1540983721.jpg,United States,,,,,,No,,,,,,,,,,Yes,176,176,,490900
Sweet Birthday Wishes - letterpress card,Published,p_ccz8qgjc,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1074,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/a17479783a27ecc6fb29667f73b08272272072ccc2da3d4789d69a466b41898f/1540985815.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/a607b2cf0be735aa8a7eec6539e132b0f22620209aa466a0ad51a3ae5df10cf9/1540985815.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/a69c3bf81054325b1f5d95ecec5b60cc74fb41406301c475a1de67c594461282/1540985815.jpg,United States,,,,,,No,,,,,,,,,,Yes,182,182,,490900
Je T’aime Heart Lock - letterpress card,Published,p_36pvnlxw,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1180,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/1a88a369f67b602bd02f8ad23323faf2dbbfb59afd91660b3071928a4e9208e3/1541001563.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/ae7388be080dae58e7c166032db89586b672f57ebdfe64f0992f2e1056d215d7/1541001563.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/7096ec8290876e35cf63f9636c2f19a8fecf55cb9d125a0dd59751fb68182f61/1541001563.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Heart Love - letterpress card,Published,p_4jyd7ezv,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1119,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/459b2fb6232f501812cbcf5ee697c43abce3720766dc3517cb5866304ec54825/1541001746.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/0678371495aae8bfa6ffdf3d6712efb87da568a99ebaef14aa12e81b121e457d/1541001746.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/e4f3e26e8fc10f0ad435952f4a09a6d227f596e63a5383e4e2ee840ef97af794/1541001746.jpg,United States,,,,,,No,,,,,,,,,,Yes,146,146,,490900
Hedgehog Anniversary - letterpress card,Published,p_4scb21be,Anniversary Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1004,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/4c6321292f7b6991dcc3f7deeb834f528fba0f7da0a2f4cfa1d6c900ef0f9a4f.jpeg https://cdn.faire.com/fastly/a735012bc921fa90571c70dc46cb8a42d86455340feb53ec302549f75f6c9c15.jpeg https://cdn.faire.com/fastly/2f292c045a7fe77cf887f86c478f3659b28a79012f3eb1f8f0027fd7877a9837.jpeg,United States,,,,,,No,,,,,,,,,,Yes,152,152,,490900
Blue Bar Mitzvah Swirl - letterpress card,Published,p_b0hdz0b4,Bar/Bat-Mitzvah Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1241-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/3f11891805c9545af80df95459c2de866c3379f2c71331ddbdccc4f3c0d6ff4a/1540980971.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/6c3b46db9a97db266fda6e3635697735bcb35ae1ff283ee4777b80ce87650c47/1540980971.jpg,United States,,,,,,No,,,,,,,,,,Yes,-16,-16,,490900
Balloon Bundle of Joy - letterpress card,Published,p_4adaexxq,Congratulations Card,"Each card was printed by hand on a vintage platen letterpress with hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. 
Folded note card and coordinating envelope, card comes packaged in a clear sleeve. 

A2 Size - 5 1/2""W x 4 1/4""H (A2 size)",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1098,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/409b4e21f363fe7bc01e5a259b29815f11ce94413a73c86f599ab7b07f7eaef6.jpeg https://cdn.faire.com/fastly/710cc50d2b3fcb2f13fd1f525c3ed508c773e54ed8675aabb0831fdba680911b.jpeg https://cdn.faire.com/fastly/64e8b8319d8cae91066836f4ec2e9bc834a01933d9157aed0b0370184e0843c7.jpeg,United States,,,,,,No,,,,,,,,,,Yes,170,170,,490900
Happy Birthday Chocolate Cake - letterpress card,Published,p_kg5y13mz,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1166,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/35e2959643b2ad6ea6f9f9f19627f4c8d97504ac055134912ad5bbeeddcf42b0/1540982223.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/2d4e7130125bf7ca5e1b4d856d2fc4a7025d890e99df789334838a6c1093008b/1540982223.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/a438b2409aa3802d49cab098714142f0268521244161887b47c012fe6ea94d08/1540982223.jpg,United States,,,,,,No,,,,,,,,,,Yes,194,194,,490900
You Deserve Biggest Thank You,Published,p_prt5ckcgd5,Thank You Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1238,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/2e58a93896121633df37bbafd014dc58414f4eed41be80fa1012ab7365a2f491.jpeg,United States,,,,,,No,,,,,,,,,,Yes,176,176,,490900
Love You Floral Heart - letterpress cards,Published,p_eguqkorocl,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1265,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/b11ab6a74659757e6657ce9ceb2647aa0eb1573eabef09952f0e61738557ff97.jpeg,United States,,,,,,No,,,,,,,,,,Yes,152,152,,490900
Sending Love Cat - letterpress cards,Published,p_8x11kqk76n,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1254,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/73eaa3a40d6460afe3240b4fd01e6ae8314c76b0d6ed808d5f21123ced6dcb93.jpeg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Dahlia In My Thoughts - letterpress card,Published,p_21485bgt,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1121,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/0c48fb34e8fd1802ed5b2b14bc1b6d3f47c50e4e38255df08d18df4787c879c0/1541003996.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/97907bf0bf95b1bde18bd9ef2a7202d932db15bd54e3821c0e67d7a3ba9ecf48/1541003996.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/ee2a36aab29b51768655c993d1da0749d56c764a5ae678b8c05c14adfaf99b9f/1541003996.jpg,United States,,,,,,No,,,,,,,,,,Yes,146,146,,490900
Happy Birthday F'ing Birthday - letterpress card,Published,p_b2ugkgsj,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1173,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/ca42529864c8b28d2a17fb9a2043a1ec21ec42b5abf7579ef6439a94150a8d71/1540982777.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/8ce9fa21131eb511aabe5597cb286307627753b385ab13a94c8a47308ed61130/1540982777.jpg,United States,,,,,,No,,,,,,,,,,Yes,158,158,,490900
Happy Birthday Flower Bucket - letterpress card,Published,p_1cmg10nm,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1144,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/7dbf72a0e4d315c92b67a82370fd11dd66567e11f091590af7d4ba5e6d72ad55/1540983885.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Love You to the Moon - letterpress card,Published,p_7atogd8u,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1095,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/dba694e763ee0148b1ce86af5e823737cfd3c2f9b879b291ae0289745fc7b0d3/1541001370.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/00e240ac2d2348d60c56e456762c3b010201eb4bf4b8fa120d56e5403f278837/1541001370.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/eefa10f746dab1631c8b7284ca0a3d660df0451c6dfa5648872bd8b92af4b7ba/1541001370.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/f7180a771b4199d43b9453b97b923b15d9ac1dd1a566454b9d73f2f53f05f46f/1541001370.jpg,United States,,,,,,No,,,,,,,,,,Yes,194,194,,490900
Happy Birthday Green Dot - letterpress card,Published,p_1c4k23d9,Birthday Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1013,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/acf6a576a47be06f8d6d029d7cfea33720c0fc93f267fd2c5e63e9c8bc5a5a21.jpeg,United States,,,,,,No,,,,,,,,,,Yes,170,170,,490900
Thank You Very Much - letterpress card,Published,p_6b13ywvq,Thank You Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1189-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/756770c5aec9d43a140732b2738984c86822a03612c5ce393ccc0444451b6a15/1540986784.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/904599ff1ef777865f2827729e8cf3c5417c1278ac85726b21226968b83e2337/1540986784.jpg,United States,,,,,,No,,,,,,,,,,Yes,194,194,,490900
